slug,positions,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
camarto01,POWER FORWARD,10.6,0.547,0.393,0.226,8.4,14.0,11.0,7.2,1.9,1.7,14.9,13.8,0.6,1.4,2.0,0.055,-3.1,0.0,-3.1,-0.5,197,438,58,172,75,99,139,204,87,66,33,84,174,527
capelca01,CENTER,21.9,0.6195555555555556,0.0011111111111111,0.3371111111111111,15.077777777777776,28.688888888888886,21.855555555555554,5.844444444444445,1.2666666666666666,4.755555555555556,9.933333333333334,17.566666666666666,4.755555555555556,2.6222222222222222,7.355555555555556,0.1942222222222222,1.7555555555555555,-0.0333333333333333,1.7333333333333334,1.7333333333333334,3238,5209,0,5,958,1743,2248,4232,612,415,889,652,1438,7434
carteje01,POINT GUARD,10.228571428571428,0.5327142857142857,0.62,0.0798571428571428,2.2,9.985714285714286,6.114285714285714,14.2,1.8142857142857145,1.442857142857143,10.6,15.1,0.2857142857142857,0.8857142857142856,1.1714285714285713,0.0652857142857143,-1.8714285714285717,0.3142857142857143,-1.5285714285714285,0.1285714285714286,824,2087,503,1310,118,147,134,624,707,253,110,263,560,2269
cartewe01,CENTER,16.25,0.5836666666666667,0.1946666666666666,0.3583333333333333,9.65,23.9,16.666666666666668,10.1,1.1666666666666667,2.733333333333334,13.133333333333333,18.633333333333333,1.4833333333333334,1.4333333333333331,2.9166666666666665,0.1198333333333333,-0.8500000000000001,0.0333333333333333,-0.8000000000000002,0.4166666666666667,1368,2666,186,559,700,951,722,1754,564,194,239,467,886,3622
cartodj01,SHOOTING GUARD,9.6,0.539,0.5,0.625,6.0,6.2,6.1,10.5,1.3,0.0,8.9,13.3,0.0,0.0,0.0,0.062,-4.2,-1.1,-5.3,0.0,3,8,1,4,4,5,2,2,3,1,0,1,3,11
carusal01,SHOOTING GUARD,13.1,0.5705,0.554,0.2309999999999999,3.3,11.5,7.4,17.45,2.95,2.3,15.7,14.0,1.5,1.9,3.45,0.0985,-1.0,2.3,1.35,1.45,355,797,178,459,131,169,95,326,412,191,85,159,287,1019
castlco01,CENTER,13.0,0.644,0.0,0.375,11.9,10.8,11.3,6.8,1.6,0.0,13.9,15.8,0.1,0.0,0.2,0.128,-3.9,-1.4,-5.2,0.0,9,16,0,0,6,6,6,6,3,2,0,3,11,24
cazalma01,SHOOTING GUARD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,-6.0,-3.2,-9.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
champju02,SMALL FORWARD,6.866666666666667,0.3929999999999999,0.6073333333333334,0.1206666666666666,2.1666666666666665,10.1,6.033333333333334,4.633333333333334,3.1666666666666665,1.2333333333333334,6.3,15.5,0.3,0.4666666666666667,0.7333333333333334,-0.0293333333333333,-4.7,-1.4333333333333336,-6.133333333333333,-0.0333333333333333,282,662,167,441,103,126,62,264,123,60,52,79,129,834
champju01,SMALL FORWARD,14.4,0.5762499999999999,0.353,0.0815,10.3,18.175,14.025,12.025,1.375,1.125,5.175,15.85,0.15,0.125,0.275,0.09575,-1.7000000000000002,-1.1749999999999998,-2.8,-0.025,73,175,25,83,21,24,62,79,38,20,13,18,50,192
chrisma02,SHOOTING GUARD,7.9,0.5549999999999999,0.5375,0.1709999999999999,1.7,14.0,8.1,6.55,0.9,1.4,11.05,12.0,0.0,0.65,0.6499999999999999,0.047,-3.2,-0.2,-3.35,-0.25,147,347,68,180,50,62,22,195,81,29,24,48,90,412
cissosi01,SMALL FORWARD,12.0,0.568,0.364,0.455,6.1,10.8,8.4,9.4,2.4,1.8,7.0,12.7,0.2,0.1,0.3,0.11,-4.0,1.4,-2.7,0.0,16,33,1,12,12,15,8,14,10,7,3,3,18,45
clarkbr01,POWER FORWARD,20.16,0.6226,0.0916,0.253,9.02,18.56,13.78,10.2,1.58,3.72,7.56,18.42,2.56,1.5,4.0600000000000005,0.1746,1.48,1.02,2.46,1.28,1102,1829,50,175,348,499,429,928,343,170,210,180,445,2602
clarkjo01,SHOOTING GUARD,15.554545454545456,0.5443636363636364,0.415090909090909,0.1899999999999999,3.3,9.527272727272727,6.4363636363636365,16.527272727272727,1.3909090909090909,0.4727272727272727,10.818181818181818,26.227272727272727,1.1454545454545455,0.7818181818181817,1.9272727272727272,0.0626363636363636,0.990909090909091,-1.6727272727272726,-0.6818181818181818,0.4090909090909091,4847,11026,1544,4547,1690,2038,673,1945,2224,636,117,1458,1320,12928
claxtni01,CENTER,17.96,0.6362,0.0384,0.3974,9.7,21.34,15.6,8.98,1.18,5.5,11.68,14.98,2.46,1.9,4.359999999999999,0.1584,-0.1599999999999999,1.08,0.9,1.14,1075,1626,3,19,337,620,530,1352,378,159,434,254,579,2490
clownno01,POWER FORWARD,14.2,0.626,0.355,0.323,7.5,16.7,12.0,6.9,1.1,3.9,12.4,14.2,0.5,0.4,0.9,0.111,-0.8,0.1,-0.7,0.1,50,93,12,33,21,30,26,55,18,8,16,15,25,133
coffeam01,SMALL FORWARD,8.5,0.5509999999999999,0.3995,0.318,2.7,7.65,5.2,9.0,0.95,0.8,9.35,13.0,0.8500000000000001,0.65,1.5,0.0585,-3.1,-0.5,-3.6,-0.3,222,497,81,224,110,134,46,155,129,48,19,54,152,635
collijo01,POWER FORWARD,19.142857142857142,0.625,0.2445714285714285,0.2765714285714286,8.385714285714286,22.1,15.242857142857144,7.814285714285715,0.9714285714285714,3.071428571428572,10.271428571428572,20.642857142857142,3.685714285714286,1.5571428571428572,5.242857142857143,0.1431428571428571,1.3142857142857145,-0.5285714285714286,0.7714285714285715,1.1714285714285713,2656,4849,433,1208,1050,1338,956,2522,617,249,438,621,1320,6795
colliza01,CENTER,13.62,0.5589999999999999,0.3041999999999999,0.2802,7.959999999999999,19.54,13.7,13.48,1.04,3.14,16.72,19.02,0.58,1.2,1.7399999999999998,0.0766,-1.94,0.3399999999999999,-1.58,0.1,962,2008,202,603,403,537,434,1036,558,126,221,441,779,2529
conlemi01,POINT GUARD,17.57,0.5739,0.4843,0.2863,1.9,9.11,5.51,28.81,1.9,0.6900000000000001,11.42,21.79,3.66,1.64,5.29,0.1489,2.63,0.2699999999999999,2.89,2.19,2988,6855,1280,3249,1652,1962,316,1482,3520,701,140,1010,1123,8908
connapa01,SMALL FORWARD,11.0,0.5750000000000001,0.7323333333333334,0.1243333333333333,3.3666666666666667,14.066666666666668,8.866666666666667,8.5,1.3333333333333333,0.8333333333333334,8.299999999999999,12.9,1.7,1.5333333333333332,3.233333333333333,0.0966666666666666,-0.7000000000000001,0.1999999999999999,-0.4666666666666667,0.6333333333333333,543,1264,337,930,116,153,146,649,320,136,45,117,254,1539
coulibi01,SMALL FORWARD,8.9,0.543,0.428,0.303,3.4,12.8,8.0,8.2,1.6,2.3,15.1,14.2,-0.5,0.9,0.4,0.013,-3.6,-0.5,-4.2,-0.9,188,432,64,185,92,131,56,200,110,57,48,87,137,532
councri01,SHOOTING GUARD,18.6,0.604,0.286,0.634,5.3,12.4,8.8,8.2,1.4,0.3,3.4,22.1,0.8,0.3,1.0,0.173,2.1,-0.8,1.3,0.2,54,112,12,32,53,71,14,32,16,8,1,5,17,173
covinro01,POWER FORWARD,13.15,0.56,0.6948333333333334,0.17,3.3666666666666667,17.766666666666666,10.483333333333333,8.116666666666665,2.8000000000000003,3.5500000000000003,9.533333333333331,13.383333333333336,0.5833333333333334,1.3166666666666669,1.8833333333333333,0.106,-1.0333333333333332,2.183333333333333,1.1833333333333331,0.6333333333333333,943,2239,555,1490,272,336,248,1461,421,431,346,319,816,2713
covinro01,SMALL FORWARD,13.183333333333332,0.5651666666666667,0.6164999999999999,0.231,3.8166666666666655,16.55,10.183333333333332,6.666666666666667,2.966666666666667,2.8166666666666664,12.433333333333335,16.666666666666668,0.4833333333333333,2.0333333333333337,2.5,0.0961666666666666,-0.8333333333333334,1.75,0.95,0.9,1263,3093,697,1942,556,689,297,1466,464,550,291,505,974,3779
craigto01,SMALL FORWARD,11.225,0.549875,0.51225,0.138625,6.8125,15.525,11.2,7.125,1.4125,2.5125,10.6875,13.075,0.7625,0.8,1.5375,0.092125,-1.6625,0.1625,-1.525,0.0375,1072,2355,415,1217,232,325,547,1263,482,250,242,305,951,2791
crowdja01,POWER FORWARD,12.580000000000002,0.5908,0.6846,0.1522,2.98,16.16,9.76,9.16,1.86,1.36,7.979999999999999,14.06,0.96,1.52,2.46,0.1212,-0.34,1.02,0.6599999999999999,0.7,654,1564,414,1094,186,243,122,851,380,218,82,155,457,1908
crutcja01,POINT GUARD,-12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.334,-18.5,-7.8,-26.2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cunnica01,POINT GUARD,15.55,0.519,0.2794999999999999,0.2135,2.45,15.3,8.75,34.1,1.25,1.2,13.95,30.4,0.1499999999999999,0.6,0.85,0.0115,0.95,-1.1,-0.1999999999999999,0.65,617,1391,136,396,274,317,45,297,536,66,29,251,187,1644
curryse01,SHOOTING GUARD,12.7625,0.5935,0.526375,0.13925,1.6875,8.375,5.075,11.925,1.3875,0.7,9.9625,17.9375,1.3625,0.775,2.15,0.0865,-0.3375000000000001,-0.6875,-1.0,0.35,1842,3926,870,2048,464,531,155,882,992,304,76,499,776,5018
curryst01,POINT GUARD,24.75555555555556,0.6326666666666667,0.5836666666666667,0.2651111111111111,2.3,14.544444444444444,8.588888888888889,30.811111111111117,1.955555555555556,0.7444444444444445,12.77777777777778,31.73333333333333,6.577777777777778,2.488888888888889,9.066666666666666,0.2026666666666666,7.1000000000000005,0.0666666666666666,7.133333333333334,4.888888888888889,4975,10494,2556,6101,2448,2675,353,2437,3253,756,146,1670,1118,14954
daniedy01,POINT GUARD,10.4,0.516,0.4235,0.181,4.5,15.3,9.95,15.9,2.55,1.4,17.6,12.1,0.3,1.8,2.1,0.0819999999999999,-2.65,2.05,-0.6000000000000001,0.45,226,519,69,221,60,93,98,326,298,128,36,116,200,581
davisan02,CENTER,26.71666666666667,0.5936666666666667,0.0974999999999999,0.4066666666666667,8.8,26.616666666666664,17.783333333333335,13.883333333333333,1.75,5.383333333333333,9.033333333333331,28.98333333333333,5.333333333333333,3.516666666666667,8.833333333333334,0.1988333333333333,4.3,1.45,5.733333333333333,4.133333333333334,3485,6628,184,638,2132,2714,1016,3224,1027,459,809,777,868,9286
davisjo06,SHOOTING GUARD,6.7,0.454,0.3345,0.157,2.9000000000000004,11.75,7.4,7.899999999999999,1.2999999999999998,1.4500000000000002,7.9,16.35,-0.4499999999999999,0.25,-0.2,-0.021,-5.65,-1.4,-7.0,-0.6499999999999999,128,325,31,110,28,51,28,109,60,28,18,30,105,315
davisjd01,SHOOTING GUARD,14.45,0.5295,0.4755,0.219,4.6,16.3,10.6,27.65,1.4,2.45,14.75,16.700000000000003,0.05,0.1,0.15,0.1435,-1.35,0.8999999999999999,-0.4500000000000002,0.05,13,31,5,14,4,6,4,15,21,3,3,6,9,35
dennide01,SHOOTING GUARD,18.3,0.541,0.421,0.158,3.7,29.0,16.4,23.7,0.0,2.9,12.9,33.3,0.0,0.0,0.0,0.004,1.7,-0.1,1.7,0.0,10,19,1,8,1,3,1,8,4,0,1,3,1,22
derozde01,SMALL FORWARD,20.633333333333336,0.593,0.1026666666666666,0.4276666666666666,1.7,13.166666666666666,7.433333333333334,23.4,1.4666666666666668,1.2,9.466666666666669,26.633333333333336,6.1000000000000005,2.2333333333333334,8.333333333333334,0.1503333333333333,2.033333333333333,-0.1333333333333333,1.9,2.5666666666666664,1864,3707,130,402,1359,1586,121,937,1178,243,101,452,527,5217
diabamo01,CENTER,19.45,0.5609999999999999,0.0215,0.5385,22.7,13.1,17.8,5.699999999999999,2.85,2.5,10.85,16.35,0.2,0.15,0.35,0.1775,1.05,-0.65,0.3500000000000001,0.05,34,66,1,2,19,30,46,28,8,12,9,11,19,88
diakima01,POWER FORWARD,12.275,0.4505,0.3265,0.4459999999999999,5.525,17.425,11.475,7.225,2.475,3.375,17.0,14.775,0.05,0.125,0.175,0.0842499999999999,-3.7,1.55,-2.125,0.0,49,99,1,15,25,37,27,74,14,14,17,12,53,124
diallha01,SHOOTING GUARD,18.5,0.5185,0.1149999999999999,0.267,14.9,12.1,13.5,14.875,6.3,1.05,16.275,21.55,0.25,0.75,0.975,0.10425,-1.25,4.375,3.125,0.075,480,990,39,158,210,331,146,395,168,125,39,131,304,1209
dickgr01,SHOOTING GUARD,8.9,0.546,0.542,0.115,2.3,9.3,5.7,7.4,1.3,0.1,9.7,17.4,-0.1,0.4,0.3,0.01,-3.2,-2.2,-5.4,-1.1,189,445,88,241,44,51,27,105,68,34,2,50,87,510
diengou01,POWER FORWARD,9.7,0.5225,0.5720000000000001,0.1325,3.35,14.25,8.85,11.8,1.15,1.2000000000000002,12.7,16.4,-0.05,0.5,0.4,0.0465,-2.7,-0.6,-3.3,-0.15,125,297,47,168,29,39,29,127,83,22,12,45,64,326
dinwisp01,POINT GUARD,14.11,0.5416000000000001,0.4376,0.4086,1.7899999999999998,10.07,5.98,26.25,1.19,0.78,12.0,20.58,1.91,0.89,2.79,0.0974,-0.09,-0.4599999999999999,-0.55,0.67,2525,6149,942,2859,1823,2309,288,1614,3114,413,162,972,1331,7815
divindo01,SHOOTING GUARD,12.271428571428572,0.5425714285714286,0.631,0.1592857142857142,4.385714285714286,13.728571428571428,9.157142857142857,14.05714285714286,2.128571428571429,0.9285714285714286,14.085714285714284,17.685714285714287,1.1142857142857143,1.7285714285714284,2.857142857142857,0.0841428571428571,-0.9714285714285714,0.5999999999999999,-0.3857142857142857,0.9571428571428572,1451,3453,817,2195,407,520,386,1339,1092,470,103,569,700,4126
doncilu01,POINT GUARD,26.96,0.5938,0.4131999999999999,0.3985999999999999,2.92,24.74,13.82,44.48,1.64,1.2,14.02,36.760000000000005,6.24,3.02,9.26,0.1906,7.159999999999999,1.3199999999999998,8.440000000000001,6.2,3392,7110,1033,2943,2127,2824,301,2608,2888,390,157,1351,765,9944
dortlu01,SMALL FORWARD,10.0,0.5373333333333333,0.5113333333333333,0.2586666666666666,4.333333333333333,9.3,6.866666666666667,6.7,1.6333333333333335,1.0666666666666669,8.733333333333334,16.433333333333334,1.0,1.8,2.766666666666666,0.0693333333333333,-2.5,-0.2666666666666666,-2.766666666666667,-0.2666666666666666,713,1748,321,906,370,467,226,483,294,178,74,188,568,2117
dosunay01,SHOOTING GUARD,11.6,0.589,0.3633333333333333,0.1453333333333333,2.2,9.166666666666666,5.7,15.1,1.4333333333333331,1.3666666666666665,13.933333333333332,15.4,1.6666666666666667,1.6666666666666667,3.333333333333333,0.075,-1.8333333333333333,0.0999999999999999,-1.7666666666666666,0.1666666666666666,919,1824,248,670,204,265,126,524,704,190,91,310,530,2290
dowtije01,POINT GUARD,6.24,0.4032,0.4688,0.0748,3.66,9.94,6.8,13.8,1.44,1.02,10.08,12.48,0.1,0.1,0.2,-0.0038,-5.319999999999999,-0.76,-6.08,0.02,69,171,17,62,15,19,33,64,88,31,7,25,29,170
drellhe01,SMALL FORWARD,10.7,0.506,0.6,0.2,3.7,11.4,7.5,18.3,3.3,3.4,15.5,18.8,0.0,0.0,0.0,0.047,-5.1,0.2,-4.9,0.0,4,10,2,6,1,2,1,3,4,2,1,2,6,11
drumman01,CENTER,21.40833333333333,0.5533333333333333,0.0230833333333333,0.41175,16.416666666666668,35.49166666666667,25.825000000000003,9.791666666666666,2.533333333333333,3.783333333333333,15.575,23.325,1.4333333333333331,3.016666666666667,4.458333333333333,0.1384166666666666,-0.0666666666666666,0.6833333333333332,0.6166666666666667,1.1333333333333335,4389,8236,19,160,1779,3417,3255,6879,1330,1111,961,1722,2345,10576
duartch01,SMALL FORWARD,8.5,0.504,0.5640000000000001,0.1865,3.2,12.3,7.7,8.75,1.6,0.95,10.25,16.95,-0.25,0.55,0.35,0.022,-3.2,-0.75,-3.95,-0.4,203,543,99,301,87,105,45,176,108,53,17,67,145,592
dukeda01,SHOOTING GUARD,12.25,0.585,0.2435,0.1925,4.85,12.9,8.85,13.85,2.0,0.2,15.4,19.3,-0.0999999999999999,0.1,0.0,0.054,-3.2,0.1999999999999999,-2.95,-0.15,46,96,4,18,15,20,13,26,26,12,1,21,35,111
dunnkr01,POINT GUARD,10.725,0.46625,0.2185,0.188625,2.0,14.05,7.95,25.25,2.8375,1.85,17.8375,17.7375,-0.0374999999999999,1.0375,0.975,0.02475,-4.074999999999999,1.05,-3.025,0.1249999999999999,1079,2470,186,575,298,403,158,946,1407,469,144,560,917,2642
duranke01,POWER FORWARD,25.21666666666667,0.6578333333333334,0.291,0.366,1.5166666666666666,20.266666666666666,11.2,24.183333333333334,1.05,3.2,12.733333333333334,29.58333333333333,4.65,2.066666666666667,6.75,0.2023333333333333,6.066666666666666,0.9833333333333334,7.050000000000001,3.5666666666666664,3170,5904,671,1668,1894,2122,156,2132,1694,276,421,1005,631,8905
durenja01,CENTER,18.0,0.654,0.006,0.3575,13.25,29.05,20.95,9.75,1.1,2.7,16.6,16.4,2.95,1.7000000000000002,4.65,0.1295,-0.3,-0.15,-0.45,0.7,607,962,0,6,239,338,421,883,222,77,106,221,374,1453
easonta01,POWER FORWARD,16.15,0.5265,0.263,0.1975,11.1,21.55,16.25,7.85,2.85,3.1,10.55,19.55,0.6,1.35,1.95,0.0975,-0.8500000000000001,0.8,-0.0499999999999999,0.25,384,849,77,222,130,178,241,408,115,127,66,121,240,975
edwaran01,SHOOTING GUARD,16.875,0.5555,0.40725,0.26225,2.35,14.175,8.3,18.975,1.9,1.55,11.95,28.9,1.075,3.025,4.1,0.07375,1.225,-0.4,0.8499999999999999,1.925,2479,5555,789,2232,1173,1480,220,1347,1241,413,182,850,620,6920
edwarke02,SMALL FORWARD,7.75,0.48175,0.5665,0.113,5.925,12.425,9.2,5.725,1.7,1.5,10.575,13.925,0.0,0.375,0.375,0.0235,-3.425,-0.95,-4.375,-0.175,216,535,102,298,43,58,99,237,92,67,40,72,191,577
elliske01,SHOOTING GUARD,13.0,0.628,0.737,0.2945,5.05,8.600000000000001,6.75,10.8,2.95,1.95,9.0,12.25,0.65,0.65,1.25,0.138,-0.5,1.75,1.25,0.45,114,248,76,180,30,42,36,96,91,56,30,38,122,334
embiijo01,CENTER,28.2375,0.611375,0.19225,0.5523750000000001,8.0375,29.975,19.125,20.5375,1.425,4.7,13.55,35.5875,4.7625,3.1625,7.925,0.21375,5.05,1.8125,6.8625,3.925,3977,7897,509,1491,3608,4369,972,3860,1573,397,720,1485,1327,12071
eubandr01,CENTER,16.95,0.6461666666666667,0.0353333333333333,0.3974999999999999,10.55,22.0,16.266666666666666,8.7,1.1333333333333333,4.5,16.733333333333334,15.6,1.4,0.95,2.333333333333333,0.1333333333333333,-1.0666666666666669,0.1166666666666667,-0.9333333333333332,0.2666666666666666,967,1601,23,70,450,610,597,1233,393,152,309,356,653,2407
evbuoto01,SMALL FORWARD,8.3,0.506,0.481,0.223,7.550000000000001,11.55,9.55,7.75,0.5,1.25,8.5,10.1,0.2,0.05,0.25,0.0505,-3.05,-1.25,-4.300000000000001,-0.05,72,142,24,64,34,50,36,84,32,12,10,18,46,202
exumda01,POINT GUARD,12.525,0.562,0.308,0.28475,2.525,10.125,6.375,21.8,1.15,0.7250000000000001,15.5,19.375,0.625,0.775,1.45,0.09375,-1.4500000000000002,-0.025,-1.475,0.0249999999999999,459,993,120,337,204,258,75,300,421,65,25,201,320,1242
fernabr01,CENTER,15.514285714285716,0.5860000000000001,0.0737142857142857,0.4111428571428571,11.900000000000002,23.88571428571429,17.87142857142857,8.028571428571428,0.7428571428571429,4.814285714285715,19.0,18.742857142857144,0.2285714285714286,0.2857142857142857,0.5,0.086,-2.814285714285714,-0.157142857142857,-2.9857142857142853,-0.0999999999999999,420,764,7,55,208,317,286,567,181,61,138,185,433,1055
finnedo01,POWER FORWARD,9.9875,0.543125,0.622125,0.13,5.825,12.2375,8.9875,7.2875,1.35,1.425,10.7875,13.1875,1.3375,1.4125,2.7625,0.06925,-1.6125,-0.0625,-1.6625,0.3999999999999999,1566,3647,826,2310,345,472,779,1573,766,413,242,446,1105,4303
flaglad01,SHOOTING GUARD,0.6,0.214,0.857,0.0,0.0,0.0,0.0,33.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.159,-6.7,-3.9,-10.6,0.0,1,7,1,6,0,0,0,0,4,0,0,0,0,3
flynnma01,POINT GUARD,11.383333333333333,0.5118333333333334,0.5243333333333333,0.2168333333333333,1.8166666666666664,11.716666666666669,6.6000000000000005,18.55,1.7833333333333334,0.6166666666666667,11.116666666666667,19.55,0.0833333333333333,0.3999999999999999,0.4666666666666666,0.0513333333333333,-2.183333333333333,-0.3,-2.466666666666667,-0.0666666666666666,694,1740,299,898,241,326,98,499,667,193,39,270,376,1928
fontesi01,SMALL FORWARD,11.2,0.5666666666666668,0.5983333333333333,0.13,4.033333333333334,11.0,7.533333333333334,8.299999999999999,1.1666666666666663,1.0666666666666669,10.1,18.266666666666666,0.3666666666666667,0.3,0.6666666666666666,0.0436666666666666,-0.7999999999999999,-1.2333333333333334,-2.066666666666667,-0.0666666666666666,619,1408,331,859,143,176,159,419,244,103,54,175,282,1712
fordjo01,POINT GUARD,16.8,0.761,0.429,0.286,0.0,10.4,5.1,12.8,0.0,0.0,11.3,17.3,0.1,0.0,0.1,0.157,3.3,-1.1,2.2,0.0,4,7,2,3,2,2,0,2,2,0,0,1,0,12
forretr01,SHOOTING GUARD,7.5,0.425,0.072,0.1195,2.4,11.85,7.0,22.05,1.25,0.6499999999999999,18.35,11.7,-0.05,0.15,0.05,0.008,-4.55,-0.2499999999999999,-4.75,-0.25,59,150,2,12,15,20,16,72,130,18,5,35,42,135
fournev01,SHOOTING GUARD,9.416666666666666,0.4808333333333333,0.5763333333333334,0.1616666666666666,1.2,9.766666666666667,5.433333333333334,12.8,2.283333333333333,0.5,9.566666666666666,21.266666666666666,0.5333333333333333,1.1166666666666667,1.6166666666666665,0.0165,-3.733333333333333,-0.2166666666666666,-3.9166666666666665,0.0333333333333333,1492,3572,623,1803,516,653,130,712,800,290,53,464,727,4123
foxde01,POINT GUARD,18.557142857142857,0.5514285714285714,0.2565714285714285,0.3345714285714286,1.957142857142857,10.957142857142856,6.371428571428572,29.62857142857143,2.042857142857143,1.1285714285714286,12.857142857142858,28.414285714285715,2.542857142857143,1.6857142857142855,4.228571428571429,0.0898571428571428,1.5142857142857142,-0.7285714285714285,0.7857142857142857,1.6285714285714286,3671,7796,697,2086,1901,2582,276,1508,2870,665,196,1275,1219,9940
freemja01,POINT GUARD,10.7,0.547,0.339,0.29,4.3,15.1,9.6,13.4,1.2,0.9,15.2,17.5,0.1,0.2,0.2,0.029,-3.1,-2.0,-5.2,-0.3,55,124,10,42,33,36,16,54,40,10,4,25,28,153
fudgeal01,SMALL FORWARD,7.15,0.4509999999999999,0.333,0.1665,12.55,2.1,7.1,0.0,2.75,0.0,11.35,20.4,-0.05,0.0,0.0,-0.057,-5.15,-3.1000000000000005,-8.200000000000001,-0.05,12,30,2,10,4,4,8,2,0,6,0,4,4,30
fultzma01,POINT GUARD,14.64,0.5096,0.1217999999999999,0.1756,3.44,11.08,7.18,32.1,2.28,1.1,14.96,23.04,0.4,1.16,1.6,0.0526,-1.64,0.2799999999999999,-1.38,0.3,986,2056,75,273,293,385,175,509,972,247,59,394,378,2340
funkan01,SHOOTING GUARD,-5.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,3.8,7.9,0.0,13.5,-0.1,0.0,-0.1,-0.252,-12.4,-2.0,-14.4,0.0,0,4,0,3,0,0,0,0,0,1,1,0,0,0
gabriwe01,POWER FORWARD,9.000000000000002,0.4237142857142857,0.3265714285714285,0.3121428571428571,8.471428571428572,29.057142857142857,19.385714285714283,4.7,1.3285714285714287,2.4714285714285715,16.057142857142857,13.742857142857144,0.0142857142857142,0.1285714285714286,0.1428571428571428,0.0398571428571428,-4.785714285714286,-0.6714285714285715,-5.471428571428571,-0.1142857142857143,236,508,50,162,116,192,186,288,72,48,57,103,324,638
gaffoda01,CENTER,20.3,0.706,0.0003333333333333,0.4424999999999999,11.7,17.583333333333332,14.65,6.433333333333334,1.3,7.066666666666666,13.6,15.4,2.466666666666667,1.1666666666666667,3.65,0.1871666666666666,-0.0666666666666665,1.15,1.0666666666666669,0.7166666666666667,1179,1684,0,1,494,735,689,1080,300,172,501,307,798,2852
gaffoda01,POWER FORWARD,25.0,0.769,0.0,0.301,11.3,23.9,17.6,11.1,1.6,7.9,11.7,16.4,2.2,1.1,3.3,0.257,2.5,3.4,5.9,1.3,145,186,0,0,34,56,64,137,46,21,56,28,80,324
gallida01,POWER FORWARD,15.875,0.59625,0.51325,0.35475,2.325,17.45,9.975,9.7,0.95,0.525,6.800000000000001,20.625,2.625,0.95,3.55,0.12425,1.5,-1.125,0.3999999999999999,1.025,880,2020,413,1051,615,684,98,819,327,106,30,169,299,2788
gallida01,SMALL FORWARD,17.033333333333335,0.6173333333333334,0.4386666666666667,0.5848333333333333,2.7,14.183333333333332,8.5,11.866666666666667,1.1666666666666667,0.9833333333333334,9.0,19.76666666666667,3.233333333333333,0.6666666666666666,3.8666666666666663,0.1545,2.066666666666667,-0.45,1.6,1.3,1185,2708,430,1104,1246,1396,170,1018,537,159,73,306,387,4046
garlada01,POINT GUARD,16.625,0.5675,0.37675,0.2155,1.575,7.425,4.525,33.575,1.8,0.3,15.45,26.225,2.325,2.1,4.45,0.09325,1.7000000000000002,-1.2,0.475,1.475,1801,3945,580,1488,750,869,120,570,1823,314,29,787,468,4932
